id,passorfail
83281,0.8322
83282,0.9498
83283,0.521
83284,0.9083
83285,0.3355
83286,0.737
83287,0.5334
83288,0.1805
83289,0.836
83290,0.1762
83291,0.9054
83292,0.47
83293,0.9702
83294,0.1693
83295,0.8807
83296,0.5379
83297,0.6499
83298,0.7303
83299,0.3795
83300,0.9012
83301,0.6782
83302,0.3101
83303,0.0819
83304,0.5591
83305,0.7398
83306,0.9569
83307,0.9847
83308,0.1047
83309,0.9103
83310,0.7445
83311,0.5328
83312,0.8403
83313,0.977
83314,0.9732
83315,0.3485
83316,0.1714
83317,0.8931
83318,0.9422
83319,0.7309
83320,0.5973
83321,0.7645
83322,0.1437
83323,0.7056
83324,0.4341
83325,0.7498
83326,0.6097
83327,0.7098
83328,0.7822
83329,0.6821
83330,0.0835
83331,0.2561
83332,0.345
83333,0.3421
83334,0.1331
83335,0.413
83336,0.8431
83337,0.5656
83338,0.0248
83339,0.2712
83340,0.0731
83341,0.812
83342,0.8002
83343,0.7385
83344,0.0598
83345,0.6127
83346,0.8826
83347,0.8658
83348,0.3473
83349,0.7485
83350,0.951
83351,0.6049
83352,0.6181
83353,0.4
83354,0.7462
83355,0.6736
83356,0.1847
83357,0.2981
83358,0.2707
83359,0.2328
83360,0.4467
83361,0.9593
83362,0.4083
83363,0.9114
83364,0.4797
83365,0.3299
83366,0.0426
83367,0.4773
83368,0.7742
83369,0.8901
83370,0.8181
83371,0.5359
83372,0.3024
83373,0.1968
83374,0.4966
83375,0.6302
83376,0.4084
83377,0.2641
83378,0.5879
83379,0.4934
83380,0.8265
83381,0.5048
83382,0.432
83383,0.8097
83384,0.7187
83385,0.9834
83386,0.6508
83387,0.4605
83388,0.8148
83389,0.4258
83390,0.0336
83391,0.2087
83392,0.5022
83393,0.867
83394,0.0742
83395,0.5396
83396,0.8368
83397,0.2564
83398,0.4267
83399,0.9814
83400,0.2781
83401,0.47
83402,0.8077
83403,0.0083
83404,0.4191
83405,0.8739
83406,0.7192
83407,0.6059
83408,0.0349
83409,0.4199
83410,0.9624
83411,0.3287
83412,0.1739
83413,0.5413
83414,0.1608
83415,0.8735
83416,0.3449
83417,0.9724
83418,0.2653
83419,0.343
83420,0.3664
83421,0.8382
83422,0.8126
83423,0.5814
83424,0.2523
83425,0.4138
83426,0.9874
83427,0.2033
83428,0.865
83429,0.4328
83430,0.5805
83431,0.4194
83432,0.1712
83433,0.5174
83434,0.5985
83435,0.2573
83436,0.7667
83437,0.9632
83438,0.6032
83439,0.4395
83440,0.1414
83441,0.201
83442,0.3227
83443,0.2146
83444,0.7223
83445,0.0164
83446,0.3608
83447,0.8157
83448,0.7286
83449,0.4891
83450,0.7484
83451,0.5306
83452,0.3311
83453,0.2911
83454,0.2416
83455,0.2861
83456,0.5511
83457,0.9585
83458,0.054
83459,0.3926
83460,0.1305
83461,0.6193
83462,0.6029
83463,0.9543
83464,0.6144
83465,0.1514
83466,0.2849
83467,0.5076
83468,0.0753
83469,0.4616
83470,0.0712
83471,0.9974
83472,0.7016
83473,0.6243
83474,0.3964
83475,0.7934
83476,0.79
83477,0.0041
83478,0.6023
83479,0.273
83480,0.9273
83481,0.8517
83482,0.0517
83483,0.1946
83484,0.0223
83485,0.1128
83486,0.0673
83487,0.3157
83488,0.9019
83489,0.0601
83490,0.2281
83491,0.6121
83492,0.6782
83493,0.4878
83494,0.1481
83495,0.4315
83496,0.6348
83497,0.628
83498,0.8379
83499,0.7628
83500,0.0667
83501,0.442
83502,0.8626
83503,0.1662
83504,0.8976
83505,0.2147
83506,0.4368
83507,0.086
83508,0.9638
83509,0.6451
83510,0.8806
83511,0.6201
83512,0.4119
83513,0.3306
83514,0.756
83515,0.1158
83516,0.2974
83517,0.5011
83518,0.0146
83519,0.6125
83520,0.6728
83521,0.0959
83522,0.3011
83523,0.3771
83524,0.6852
83525,0.8372
83526,0.3724
83527,0.8497
83528,0.1014
83529,0.1058
83530,0.8975
83531,0.3589
83532,0.0371
83533,0.517
83534,0.9727
83535,0.299
83536,0.5515
83537,0.2129
83538,0.2932
83539,0.865
83540,0.184
83541,0.086
83542,0.106
83543,0.5585
83544,0.0614
83545,0.3454
83546,0.5469
83547,0.8427
83548,0.1433
83549,0.961
83550,0.1485
83551,0.3464
83552,0.6356
83553,0.8592
83554,0.251
83555,0.6112
83556,0.3134
83557,0.071
83558,0.6017
83559,0.7868
83560,0.2194
83561,0.3684
83562,0.3335
83563,0.7766
83564,0.3169
83565,0.2868
83566,0.3269
83567,0.2895
83568,0.9772
83569,0.9088
83570,0.795
83571,0.5675
83572,0.2192
83573,0.662
83574,0.5899
83575,0.4553
83576,0.5087
83577,0.4262
83578,0.3298
83579,0.2227
83580,0.21
83581,0.7712
83582,0.7157
83583,0.1471
83584,0.7175
83585,0.684
83586,0.1998
83587,0.0676
83588,0.7249
83589,0.7577
83590,0.3293
83591,0.5063
83592,0.4784
83593,0.9724
83594,0.5284
83595,0.8902
83596,0.6617
83597,0.3776
83598,0.0657
83599,0.418
83600,0.8439
83601,0.1643
83602,0.1347
83603,0.293
83604,0.4055
83605,0.2717
83606,0.0021
83607,0.7302
83608,0.0529
83609,0.9199
83610,0.4083
83611,0.0263
83612,0.7914
83613,0.9092
83614,0.8074
83615,0.2462
83616,0.4105
83617,0.6049
83618,0.3809
83619,0.2846
83620,0.2108
83621,0.6178
83622,0.5691
83623,0.6684
83624,0.3419
83625,0.3275
83626,0.0521
83627,0.3067
83628,0.4238
83629,0.7286
83630,0.4422
83631,0.4677
83632,0.0854
83633,0.3471
83634,0.3806
83635,0.996
83636,0.1466
83637,0.9507
83638,0.044
83639,0.0583
83640,0.0413
83641,0.2245
83642,0.7001
83643,0.5012
83644,0.6032
83645,0.1988
83646,0.9788
83647,0.6911
83648,0.2896
83649,0.6875
83650,0.7031
83651,0.7263
83652,0.0298
83653,0.0668
83654,0.2464
83655,0.1212
83656,0.7632
83657,0.6896
83658,0.4373
83659,0.5476
83660,0.9481
83661,0.9358
83662,0.1534
83663,0.4534
83664,0.0874
83665,0.22
83666,0.3744
83667,0.0764
83668,0.1721
83669,0.2627
83670,0.6716
83671,0.5891
83672,0.4003
83673,0.9012
83674,0.8705
83675,0.3727
83676,0.5654
83677,0.3475
83678,0.2986
83679,0.2122
83680,0.3662
83681,0.0582
83682,0.7962
83683,0.2781
83684,0.0561
83685,0.7496
83686,0.3095
83687,0.68
83688,0.0546
83689,0.5859
83690,0.0819
83691,0.4039
83692,0.5265
83693,0.5417
83694,0.8443
83695,0.2763
83696,0.0458
83697,0.3418
83698,0.8116
83699,0.3856
83700,0.3469
83701,0.2598
83702,0.843
83703,0.6125
83704,0.2567
83705,0.5991
83706,0.5925
83707,0.4314
83708,0.1417
83709,0.3192
83710,0.0867
83711,0.8954
83712,0.4735
83713,0.8657
83714,0.3254
83715,0.8268
83716,0.644
83717,0.6437
83718,0.7157
83719,0.9939
83720,0.3174
83721,0.8417
83722,0.8703
83723,0.1476
83724,0.4443
83725,0.4193
83726,0.2317
83727,0.4241
83728,0.8718
83729,0.6758
83730,0.8142
83731,0.653
83732,0.4963
83733,0.3536
83734,0.7963
83735,0.747
83736,0.1698
83737,0.2546
83738,0.7984
83739,0.4072
83740,0.2108
83741,0.9147
83742,0.135
83743,0.1661
83744,0.8052
83745,0.835
83746,0.6494
83747,0.5061
83748,0.8696
83749,0.1037
83750,0.2617
83751,0.2816
83752,0.5726
83753,0.3279
83754,0.8992
83755,0.4365
83756,0.9117
83757,0.8328
83758,0.6349
83759,0.7016
83760,0.8952
83761,0.6243
83762,0.0779
83763,0.5014
83764,0.9444
83765,0.9433
83766,0.2677
83767,0.1833
83768,0.7869
83769,0.8786
83770,0.5784
83771,0.7758
83772,0.2382
83773,0.6689
83774,0.7956
83775,0.1372
83776,0.6653
83777,0.1883
83778,0.6027
83779,0.5557
83780,0.3854
83781,0.6119
83782,0.4599
83783,0.3294
83784,0.5494
83785,0.8228
83786,0.2554
83787,0.5968
83788,0.536
83789,0.1996
83790,0.321
83791,0.8665
83792,0.6964
83793,0.4821
83794,0.7267
83795,0.6758
83796,0.7856
83797,0.4825
83798,0.5182
83799,0.5877
83800,0.0784
83801,0.0715
83802,0.9788
83803,0.8779
83804,0.8706
83805,0.5137
83806,0.86
83807,0.6603
83808,0.0934
83809,0.4056
83810,0.4446
83811,0.6548
83812,0.2445
83813,0.144
83814,0.6021
83815,0.5969
83816,0.8982
83817,0.0104
83818,0.8356
83819,0.1967
83820,0.4645
83821,0.1719
83822,0.6725
83823,0.3881
83824,0.2008
83825,0.2052
83826,0.663
83827,0.0831
83828,0.4593
83829,0.5957
83830,0.5598
83831,0.5424
83832,0.8857
83833,0.0159
83834,0.4623
83835,0.4391
83836,0.1518
83837,0.5947
83838,0.3116
83839,0.2982
83840,0.6508
83841,0.1623
83842,0.3363
83843,0.5517
83844,0.7183
83845,0.0499
83846,0.0549
83847,0.3972
83848,0.1054
83849,0.5175
83850,0.3115
83851,0.2177
83852,0.918
83853,0.9082
83854,0.1845
83855,0.7565
83856,0.1659
83857,0.1649
83858,0.2759
83859,0.9598
83860,0.1269
83861,0.0845
83862,0.2341
83863,0.2532
83864,0.9668
83865,0.6925
83866,0.6668
83867,0.4153
83868,0.3351
83869,0.9077
83870,0.6928
83871,0.8877
83872,0.5326
83873,0.9556
83874,0.9274
83875,0.2846
83876,0.4323
83877,0.4037
83878,0.8875
83879,0.0271
83880,0.8832
83881,0.2111
83882,0.6484
83883,0.2894
83884,0.2072
83885,0.4439
83886,0.5874
83887,0.3435
83888,0.5288
83889,0.9579
83890,0.4724
83891,0.6156
83892,0.284
83893,0.702
83894,0.7515
83895,0.3486
83896,0.3481
83897,0.2578
83898,0.1573
83899,0.1695
83900,0.6127
83901,0.9708
83902,0.8226
83903,0.4519
83904,0.3046
83905,0.4663
83906,0.8052
83907,0.5548
83908,0.6532
83909,0.3304
83910,0.6388
83911,0.0474
83912,0.6857
83913,0.6493
83914,0.5809
83915,0.3857
83916,0.908
83917,0.226
83918,0.6643
83919,0.332
83920,0.1131
83921,0.3442
83922,0.9935
83923,0.7379
83924,0.9437
83925,0.0988
83926,0.1337
83927,0.3224
83928,0.8178
83929,0.4491
83930,0.7622
83931,0.7355
83932,0.4273
83933,0.8498
83934,0.105
83935,0.4077
83936,0.0341
83937,0.9478
83938,0.2749
83939,0.9078
83940,0.7824
83941,0.9283
83942,0.6246
83943,0.5401
83944,0.3948
83945,0.1601
83946,0.4314
83947,0.0602
83948,0.4995
83949,0.3265
83950,0.5052
83951,0.7112
83952,0.5224
83953,0.8323
83954,0.7991
83955,0.0813
83956,0.1722
83957,0.4333
83958,0.1258
83959,0.2497
83960,0.3242
83961,0.4391
83962,0.5913
83963,0.115
83964,0.7179
83965,0.5973
83966,0.7601
83967,0.5569
83968,0.1002
83969,0.3204
83970,0.9878
83971,0.5911
83972,0.6734
83973,0.6569
83974,0.0445
83975,0.2249
83976,0.6489
83977,0.4605
83978,0.1375
83979,0.1954
83980,0.655
83981,0.7271
83982,0.5613
83983,0.4906
83984,0.5779
83985,0.5937
83986,0.5488
83987,0.7271
83988,0.8509
83989,0.7052
83990,0.759
83991,0.5802
83992,0.7475
83993,0.8161
83994,0.6444
83995,0.9376
83996,0.9032
83997,0.0525
83998,0.2866
83999,0.1129
84000,0.7825
84001,0.3733
84002,0.1924
84003,0.0104
84004,0.7868
84005,0.9702
84006,0.7155
84007,0.1957
84008,0.8303
84009,0.7721
84010,0.8435
84011,0.5538
84012,0.3378
84013,0.7254
84014,0.367
84015,0.1891
84016,0.5178
84017,0.2032
84018,0.9416
84019,0.5496
84020,0.6138
84021,0.7997
84022,0.1983
84023,0.9954
84024,0.2229
84025,0.9654
84026,0.4976
84027,0.5335
84028,0.1387
84029,0.5195
84030,0.0874
84031,0.3608
84032,0.1852
84033,0.2333
84034,0.6414
84035,0.1164
84036,0.699
84037,0.7197
84038,0.6293
84039,0.4129
84040,0.4649
84041,0.8551
84042,0.3522
84043,0.5822
84044,0.8238
84045,0.8495
84046,0.7476
84047,0.3786
84048,0.0986
84049,0.9734
84050,0.2816
84051,0.0294
84052,0.2364
84053,0.6719
84054,0.0225
84055,0.4736
84056,0.8001
84057,0.8369
84058,0.7821
84059,0.1463
84060,0.8528
84061,0.6658
84062,0.6768
84063,0.0604
84064,0.7995
84065,0.7491
84066,0.5268
84067,0.155
84068,0.4462
84069,0.203
84070,0.4867
84071,0.4719
84072,0.8795
84073,0.9177
84074,0.3475
84075,0.4014
84076,0.6755
84077,0.6903
84078,0.9388
84079,0.0937
84080,0.988
84081,0.3748
84082,0.0538
84083,0.7229
84084,0.092
84085,0.0055
84086,0.3515
84087,0.3521
84088,0.6842
84089,0.5693
84090,0.8979
84091,0.9833
84092,0.5667
84093,0.628
84094,0.0816
84095,0.2718
84096,0.0384
84097,0.649
84098,0.1576
84099,0.5758
84100,0.9839
84101,0.6144
84102,0.9946
84103,0.5275
84104,0.4239
84105,0.5513
84106,0.7276
84107,0.1118
84108,0.4828
84109,0.6163
84110,0.3105
84111,0.8498
84112,0.061
84113,0.7645
84114,0.7741
84115,0.4751
84116,0.5443
84117,0.3623
84118,0.1017
84119,0.7587
84120,0.3981
84121,0.065
84122,0.75
84123,0.5579
84124,0.9582
84125,0.5446
84126,0.1107
84127,0.4236
84128,0.0413
84129,0.1364
84130,0.7647
84131,0.3536
84132,0.9763
84133,0.7534
84134,0.516
84135,0.6688
84136,0.516
84137,0.8786
84138,0.8841
84139,0.517
84140,0.8579
84141,0.8945
84142,0.5553
84143,0.5673
84144,0.3563
84145,0.8353
84146,0.6784
84147,0.262
84148,0.8495
84149,0.6354
84150,0.6406
84151,0.2635
84152,0.0799
84153,0.9374
84154,0.6505
84155,0.3993
84156,0.2182
84157,0.3939
84158,0.5887
84159,0.8369
84160,0.8853
84161,0.7206
84162,0.6649
84163,0.4879
84164,0.3494
84165,0.2503
84166,0.7788
84167,0.83
84168,0.9811
84169,0.3753
84170,0.2242
84171,0.233
84172,0.5306
84173,0.4597
84174,0.5048
84175,0.6222
84176,0.7862
84177,0.2453
84178,0.0489
84179,0.1162
84180,0.9415
84181,0.6102
84182,0.089
84183,0.9287
84184,0.5086
84185,0.6065
84186,0.5693
84187,0.6297
84188,0.5196
84189,0.5093
84190,0.5704
84191,0.1236
84192,0.5565
84193,0.7956
84194,0.8687
84195,0.5098
84196,0.2272
84197,0.2577
84198,0.2885
84199,0.9603
84200,0.5866
84201,0.2287
84202,0.2781
84203,0.0485
84204,0.906
84205,0.063
84206,0.7832
84207,0.2143
84208,0.3327
84209,0.7978
84210,0.0952
84211,0.0452
84212,0.9756
84213,0.2402
84214,0.6343
84215,0.5852
84216,0.5447
84217,0.2018
84218,0.2109
84219,0.1957
84220,0.0333
84221,0.9122
84222,0.1041
84223,0.1992
84224,0.3532
84225,0.4666
84226,0.4052
84227,0.4933
84228,0.6622
84229,0.9058
84230,0.0878
84231,0.2129
84232,0.3679
84233,0.174
84234,0.1568
84235,0.061
84236,0.4893
84237,0.4827
84238,0.395
84239,0.2826
84240,0.2643
84241,0.3674
84242,0.6272
84243,0.9769
84244,0.8675
84245,0.8563
84246,0.0411
84247,0.0918
84248,0.6431
84249,0.9746
84250,0.6079
84251,0.9849
84252,0.3407
84253,0.2289
84254,0.4888
84255,0.646
84256,0.4741
84257,0.5452
84258,0.7137
84259,0.493
84260,0.0027
84261,0.1691
84262,0.2213
84263,0.7448
84264,0.9254
84265,0.6492
84266,0.4851
84267,0.4458
84268,0.5645
84269,0.9548
84270,0.2177
84271,0.436
84272,0.8183
84273,0.9325
84274,0.7781
84275,0.1422
84276,0.9502
84277,0.7738
84278,0.7835
84279,0.5127
84280,0.5416
84281,0.9548
84282,0.7426
84283,0.8261
84284,0.6684
84285,0.7523
84286,0.2261
84287,0.119
84288,0.4872
84289,0.0383
84290,0.9163
84291,0.1443
84292,0.1802
84293,0.1059
84294,0.6388
84295,0.2808
84296,0.7028
84297,0.4139
84298,0.8586
84299,0.9178
84300,0.3737
84301,0.4445
84302,0.3063
84303,0.167
84304,0.329
84305,0.425
84306,0.4937
84307,0.5213
84308,0.9667
84309,0.8978
84310,0.0966
84311,0.7298
84312,0.6311
84313,0.098
84314,0.4744
84315,0.8498
84316,0.3522
84317,0.0906
84318,0.6353
84319,0.1366
84320,0.5713
84321,0.3337
84322,0.5851
84323,0.8268
84324,0.9329
84325,0.5986
84326,0.0079
84327,0.6469
84328,0.2833
84329,0.6441
84330,0.2868
84331,0.2988
84332,0.2803
84333,0.5927
84334,0.2692
84335,0.3293
84336,0.323
84337,0.409
84338,0.9851
84339,0.7162
84340,0.7112
84341,0.2815
84342,0.443
84343,0.3161
84344,0.4428
84345,0.7389
84346,0.4286
84347,0.4909
84348,0.4618
84349,0.9157
84350,0.2252
84351,0.1713
84352,0.4901
84353,0.5093
84354,0.7332
84355,0.9074
84356,0.0571
84357,0.3679
84358,0.3471
84359,0.9986
84360,0.4331
84361,0.0494
84362,0.6986
84363,0.9252
84364,0.7872
84365,0.2725
84366,0.572
84367,0.6346
84368,0.9757
84369,0.2265
84370,0.9137
84371,0.2653
84372,0.9259
84373,0.2956
84374,0.3217
84375,0.632
84376,0.993
84377,0.9297
84378,0.2516
84379,0.2493
84380,0.849
84381,0.5828
84382,0.8835
84383,0.4655
84384,0.0179
84385,0.4244
84386,0.6804
84387,0.6035
84388,0.2644
84389,0.7934
84390,0.8761
84391,0.567
84392,0.9469
84393,0.0416
84394,0.0298
84395,0.6402
84396,0.4814
84397,0.8521
84398,0.1077
84399,0.1815
84400,0.4893
84401,0.2109
84402,0.9088
84403,0.8287
84404,0.5199
84405,0.8661
84406,0.8418
84407,0.3613
84408,0.1484
84409,0.7029
84410,0.7026
84411,0.1192
84412,0.5999
84413,0.1587
84414,0.7547
84415,0.4535
84416,0.263
84417,0.7616
84418,0.9241
84419,0.1365
84420,0.7149
84421,0.608
84422,0.5911
84423,0.592
84424,0.229
84425,0.1892
84426,0.7236
84427,0.3996
84428,0.5411
84429,0.6328
84430,0.2658
84431,0.3012
84432,0.9443
84433,0.6384
84434,0.7638
84435,0.8783
84436,0.2393
84437,0.0772
84438,0.709
84439,0.1534
84440,0.8085
84441,0.2635
84442,0.8665
84443,0.2997
84444,0.2292
84445,0.2771
84446,0.4562
84447,0.5207
84448,0.3118
84449,0.5816
84450,0.6902
84451,0.635
84452,0.1041
84453,0.9403
84454,0.1726
84455,0.8355
84456,0.0851
84457,0.9454
84458,0.5031
84459,0.1906
84460,0.5014
84461,0.2243
84462,0.0472
84463,0.7903
84464,0.2753
84465,0.0851
84466,0.9407
84467,0.5061
84468,0.3264
84469,0.9858
84470,0.4844
84471,0.3825
84472,0.3598
84473,0.6947
84474,0.5045
84475,0.1312
84476,0.0592
84477,0.0888
84478,0.2892
84479,0.8879
84480,0.1507
84481,0.1316
84482,0.5102
84483,0.9474
84484,0.6639
84485,0.0865
84486,0.9813
84487,0.2173
84488,0.2179
84489,0.1699
84490,0.1718
84491,0.0659
84492,0.3444
84493,0.8453
84494,0.2278
84495,0.1797
84496,0.7922
84497,0.0779
84498,0.3874
84499,0.095
84500,0.4346
84501,0.7512
84502,0.039
84503,0.4181
84504,0.7314
84505,0.9328
84506,0.9922
84507,0.791
84508,0.7345
84509,0.7121
84510,0.2907
84511,0.4281
84512,0.4223
84513,0.7543
84514,0.6214
84515,0.0423
84516,0.0202
84517,0.5251
84518,0.4131
84519,0.8943
84520,0.7895
84521,0.6469
84522,0.0815
84523,0.6141
84524,0.1704
84525,0.9569
84526,0.8653
84527,0.0819
84528,0.2857
84529,0.4652
84530,0.1628
84531,0.7437
84532,0.3086
84533,0.8303
84534,0.8062
84535,0.2683
84536,0.8288
84537,0.6714
84538,0.3123
84539,0.2142
84540,0.1013
84541,0.7297
84542,0.4063
84543,0.3567
84544,0.6477
84545,0.455
84546,0.7156
84547,0.1017
84548,0.6775
84549,0.8077
84550,0.374
84551,0.9246
84552,0.6482
84553,0.3838
84554,0.3843
84555,0.314
84556,0.2701
84557,0.3068
84558,0.4428
84559,0.2995
84560,0.7216
84561,0.026
84562,0.3661
84563,0.2365
84564,0.8091
84565,0.4323
84566,0.9874
84567,0.5833
84568,0.7879
84569,0.9568
84570,0.7502
84571,0.039
84572,0.391
84573,0.1495
84574,0.7715
84575,0.8237
84576,0.2558
84577,0.3314
84578,0.7081
84579,0.0869
84580,0.0469
84581,0.4762
84582,0.5862
84583,0.7746
84584,0.488
84585,0.503
84586,0.0533
84587,0.1075
84588,0.5525
84589,0.4598
84590,0.5105
84591,0.4628
84592,0.1945
84593,0.488
84594,0.5997
84595,0.756
84596,0.5888
84597,0.8768
84598,0.7694
84599,0.1839
84600,0.2506
84601,0.438
84602,0.0311
84603,0.1522
84604,0.3523
84605,0.2825
84606,0.4724
84607,0.3045
84608,0.8063
84609,0.9528
84610,0.8303
84611,0.5528
84612,0.9392
84613,0.9157
84614,0.955
84615,0.1576
84616,0.3578
84617,0.5596
84618,0.9662
84619,0.6938
84620,0.5125
84621,0.8187
84622,0.133
84623,0.3515
84624,0.701
84625,0.9632
84626,0.0871
84627,0.6017
84628,0.3434
84629,0.6131
84630,0.9584
84631,0.1518
84632,0.3162
84633,0.4407
84634,0.197
84635,0.2185
84636,0.3179
84637,0.5347
84638,0.1766
84639,0.8137
84640,0.8603
84641,0.7411
84642,0.7423
84643,0.2413
84644,0.8702
84645,0.1356
84646,0.9564
84647,0.544
84648,0.7371
84649,0.1385
84650,0.0403
84651,0.5303
84652,0.0242
84653,0.7861
84654,0.7938
84655,0.226
84656,0.7549
84657,0.187
84658,0.5031
84659,0.01
84660,0.8206
84661,0.0353
84662,0.7071
84663,0.6834
84664,0.744
84665,0.9773
84666,0.3533
84667,0.2997
84668,0.2458
84669,0.3158
84670,0.4308
84671,0.0707
84672,0.3855
84673,0.5005
84674,0.091
84675,0.6824
84676,0.0243
84677,0.7876
84678,0.5027
84679,0.8305
84680,0.6932
84681,0.2517
84682,0.8033
84683,0.4557
84684,0.7768
84685,0.7166
84686,0.2751
84687,0.197
84688,0.8199
84689,0.8016
84690,0.8407
84691,0.1176
84692,0.388
84693,0.8132
84694,0.6417
84695,0.0772
84696,0.8978
84697,0.0869
84698,0.294
84699,0.1391
84700,0.5247
84701,0.1817
84702,0.7209
84703,0.5826
84704,0.4801
84705,0.8173
84706,0.1561
84707,0.5774
84708,0.5398
84709,0.5736
84710,0.1437
84711,0.8851
84712,0.5559
84713,0.6531
84714,0.7588
84715,0.1944
84716,0.2234
84717,0.2856
84718,0.2592
84719,0.8457
84720,0.3899
84721,0.1392
84722,0.3108
84723,0.1901
84724,0.0016
84725,0.0273
84726,0.6324
84727,0.2377
84728,0.7235
84729,0.7457
84730,0.3067
84731,0.2748
84732,0.2773
84733,0.9676
84734,0.5817
84735,0.5003
84736,0.247
84737,0.2036
84738,0.1283
84739,0.8942
84740,0.3459
84741,0.0231
84742,0.1215
84743,0.3979
84744,0.619
84745,0.7068
84746,0.0042
84747,0.422
84748,0.0426
84749,0.0426
84750,0.344
84751,0.49
84752,0.0782
84753,0.8876
84754,0.1929
84755,0.4871
84756,0.3885
84757,0.7538
84758,0.4255
84759,0.9839
84760,0.8158
84761,0.3131
84762,0.3125
84763,0.0715
84764,0.4371
84765,0.6158
84766,0.6337
84767,0.7537
84768,0.4689
84769,0.2183
84770,0.0115
84771,0.2676
84772,0.4994
84773,0.261
84774,0.4304
84775,0.2216
84776,0.0586
84777,0.4477
84778,0.7176
84779,0.4715
84780,0.7737
84781,0.591
84782,0.7261
84783,0.1803
84784,0.9876
84785,0.0555
84786,0.5825
84787,0.0836
84788,0.1285
84789,0.3765
84790,0.5529
84791,0.4169
84792,0.8399
84793,0.4054
84794,0.5326
84795,0.7967
84796,0.9251
84797,0.2696
84798,0.255
84799,0.8053
84800,0.3652
84801,0.6275
84802,0.456
84803,0.2067
84804,0.4869
84805,0.214
84806,0.8662
84807,0.9859
84808,0.7433
84809,0.7809
84810,0.8159
84811,0.4141
84812,0.1531
84813,0.6662
84814,0.017
84815,0.6367
84816,0.4083
84817,0.6266
84818,0.0474
84819,0.8291
84820,0.328
84821,0.8833
84822,0.0627
84823,0.7519
84824,0.409
84825,0.8808
84826,0.3297
84827,0.8144
84828,0.9547
84829,0.6745
84830,0.8608
84831,0.6212
84832,0.6392
84833,0.0063
84834,0.0951
84835,0.0715
84836,0.5834
84837,0.2511
84838,0.2669
84839,0.1243
84840,0.8631
84841,0.1999
84842,0.3357
84843,0.1619
84844,0.6777
84845,0.6371
84846,0.7745
84847,0.0441
84848,0.9915
84849,0.3891
84850,0.5106
84851,0.6539
84852,0.9739
84853,0.9257
84854,0.7332
84855,0.4339
84856,0.5789
84857,0.269
84858,0.3106
84859,0.47
84860,0.8176
84861,0.9437
84862,0.5186
84863,0.5213
84864,0.6065
84865,0.9496
84866,0.6129
84867,0.6097
84868,0.8909
84869,0.2807
84870,0.3069
84871,0.2623
84872,0.8587
84873,0.6283
84874,0.8104
84875,0.6864
84876,0.4228
84877,0.4936
84878,0.5508
84879,0.4839
84880,0.2745
84881,0.825
84882,0.7041
84883,0.9067
84884,0.3303
84885,0.3802
84886,0.5042
84887,0.9199
84888,0.4641
84889,0.8687
84890,0.8032
84891,0.6653
84892,0.4708
84893,0.3009
84894,0.1628
84895,0.0115
84896,0.7535
84897,0.2684
84898,0.5986
84899,0.7255
84900,0.5394
84901,0.2145
84902,0.0184
84903,0.1862
84904,0.9159
84905,0.939
84906,0.7025
84907,0.0245
84908,0.6168
84909,0.9949
84910,0.0803
84911,0.8938
84912,0.4859
84913,0.8436
84914,0.4434
84915,0.0891
84916,0.1703
84917,0.1582
84918,0.9213
84919,0.9683
84920,0.442
84921,0.5895
84922,0.9516
84923,0.0096
84924,0.1122
84925,0.2912
84926,0.5492
84927,0.5545
84928,0.2048
84929,0.7028
84930,0.724
84931,0.6252
84932,0.6575
84933,0.5677
84934,0.5737
84935,0.8229
84936,0.0312
84937,0.854
84938,0.1671
84939,0.0264
84940,0.5823
84941,0.2435
84942,0.6351
84943,0.8537
84944,0.616
84945,0.6212
84946,0.5435
84947,0.5824
84948,0.6296
84949,0.1589
84950,0.9127
84951,0.2014
84952,0.2683
84953,0.5424
84954,0.1265
84955,0.3869
84956,0.031
84957,0.4079
84958,0.0896
84959,0.8774
84960,0.0394
84961,0.9588
84962,0.0113
84963,0.2108
84964,0.0771
84965,0.6257
84966,0.2473
84967,0.3665
84968,0.1557
84969,0.793
84970,0.1665
84971,0.3639
84972,0.4986
84973,0.8085
84974,0.991
84975,0.0365
84976,0.2871
84977,0.4009
84978,0.1519
84979,0.3606
84980,0.6032
84981,0.6599
84982,0.9476
84983,0.4431
84984,0.7551
84985,0.6255
84986,0.1688
84987,0.8792
84988,0.4115
84989,0.1968
84990,0.0224
84991,0.787
84992,0.6072
84993,0.3418
84994,0.2552
84995,0.6146
84996,0.0246
84997,0.8241
84998,0.2014
84999,0.4641
85000,0.0325
85001,0.1145
85002,0.8043
85003,0.3455
85004,0.7356
85005,0.9674
85006,0.8167
85007,0.5043
85008,0.8633
85009,0.4486
85010,0.3097
85011,0.0561
85012,0.5903
85013,0.7704
85014,0.5585
85015,0.0397
85016,0.2183
85017,0.1439
85018,0.9569
85019,0.9308
85020,0.2953
85021,0.1674
85022,0.6488
85023,0.0459
85024,0.2173
85025,0.9495
85026,0.8352
85027,0.451
85028,0.7578
85029,0.7083
85030,0.6334
85031,0.1825
85032,0.3048
85033,0.5819
85034,0.6394
85035,0.9313
85036,0.9593
85037,0.9172
85038,0.2588
85039,0.4187
85040,0.4742
85041,0.0535
85042,0.468
85043,0.197
85044,0.2041
85045,0.6342
85046,0.7793
85047,0.9359
85048,0.6388
85049,0.6514
